request,latency,mem
epigenomics_3771_entry_0,1.0,1.0
epigenomics_3771_fastqSplit_0,74.17919571571684,96.64861828728895
epigenomics_3771_fastqSplit_1,84.20155500001712,121.44657574790399
epigenomics_3771_filterContams_0,20.001236135005477,79.22179648466789
epigenomics_3771_filterContams_1,21.33597418785082,45.6253468452575
epigenomics_3771_filterContams_2,24.00426507945808,63.798811999075824
epigenomics_3771_filterContams_3,16.011979621566248,76.950491668056
epigenomics_3771_filterContams_4,17.557852275099595,70.39597550156459
epigenomics_3771_filterContams_5,17.25756097786042,66.59960104605152
epigenomics_3771_filterContams_6,17.811099530380176,70.97797677914507
epigenomics_3771_filterContams_7,16.48620967182582,65.95208892105836
epigenomics_3771_filterContams_8,20.587219781106256,58.72101790118476
epigenomics_3771_filterContams_9,22.729184748183886,57.03303858293539
epigenomics_3771_filterContams_10,23.85350361252062,65.60994054121949
epigenomics_3771_filterContams_11,18.82100228388678,64.15029624674743
epigenomics_3771_filterContams_12,19.049414310062083,66.32087367428186
epigenomics_3771_filterContams_13,16.7747810316933,72.36555944466453
epigenomics_3771_filterContams_14,18.994617967730093,72.31795956923047
epigenomics_3771_filterContams_15,27.662082409423242,55.14536713521487
epigenomics_3771_filterContams_16,17.098474867966917,69.0745419502548
epigenomics_3771_filterContams_17,23.57578281754177,51.13701424550384
epigenomics_3771_filterContams_18,18.67244928245377,61.179240941191686
epigenomics_3771_filterContams_19,19.09090369021223,61.85535485119511
epigenomics_3771_filterContams_20,22.251368705163728,48.327159604265596
epigenomics_3771_filterContams_21,20.2626310601682,59.60026691101446
epigenomics_3771_filterContams_22,18.23848783182565,82.85790687103284
epigenomics_3771_filterContams_23,20.767946612301348,47.663556910150824
epigenomics_3771_filterContams_24,18.744212404739976,68.14898906121614
epigenomics_3771_filterContams_25,20.210531220393694,66.63531299385335
epigenomics_3771_filterContams_26,26.04631325839904,62.06758319781907
epigenomics_3771_filterContams_27,18.073396220894118,55.82538912878023
epigenomics_3771_filterContams_28,15.298202036059202,76.63286379806758
epigenomics_3771_filterContams_29,20.06758662834827,74.76941735229794
epigenomics_3771_filterContams_30,20.523859961746204,72.9940390448443
epigenomics_3771_filterContams_31,23.82545949841786,77.95947234532082
epigenomics_3771_filterContams_32,18.509477487324258,70.49986674398085
epigenomics_3771_filterContams_33,21.55365781877542,71.58566391739892
epigenomics_3771_filterContams_34,20.3954010945494,63.51157324095929
epigenomics_3771_filterContams_35,24.55414254170401,64.2314962441716
epigenomics_3771_filterContams_36,18.928890433065508,60.301019417944914
epigenomics_3771_filterContams_37,17.990290577033285,63.061873970378514
epigenomics_3771_filterContams_38,29.424167314527185,78.2159594306715
epigenomics_3771_filterContams_39,21.00038876691208,74.80560388987439
epigenomics_3771_filterContams_40,20.092529034183016,69.32628490113676
epigenomics_3771_filterContams_41,16.432106122277617,67.86286391526399
epigenomics_3771_filterContams_42,18.904381004394455,56.92261623958974
epigenomics_3771_filterContams_43,21.937381121152313,62.917727390942694
epigenomics_3771_filterContams_44,20.782896457535987,64.1064930566509
epigenomics_3771_filterContams_45,19.068244286107003,61.84497734255652
epigenomics_3771_filterContams_46,15.233815722147543,56.96759145459659
