request,latency,mem
epigenomics_8831_entry_0,1.0,1.0
epigenomics_8831_fastqSplit_0,65.0880436487558,87.01828076777284
epigenomics_8831_fastqSplit_1,43.9689021974111,106.05992715489202
epigenomics_8831_filterContams_0,18.571198133705572,56.202902656576775
epigenomics_8831_filterContams_1,23.064276067196694,45.552435667016454
epigenomics_8831_filterContams_2,18.881844700996517,59.49966634285973
epigenomics_8831_filterContams_3,20.77859110456236,62.79677081381722
epigenomics_8831_filterContams_4,18.4186592670449,59.41931543350233
epigenomics_8831_filterContams_5,19.511522173174576,64.39532494322472
epigenomics_8831_filterContams_6,21.075682808751132,58.4011638417387
epigenomics_8831_filterContams_7,16.81831987702473,49.561544540264556
epigenomics_8831_filterContams_8,20.703519270262436,72.79962595144387
epigenomics_8831_filterContams_9,17.433556698470102,58.872009480470396
epigenomics_8831_filterContams_10,19.01679919731703,76.89059904647299
epigenomics_8831_filterContams_11,22.281340985222045,60.513920116113376
epigenomics_8831_filterContams_12,22.526600426954346,60.56915990872027
epigenomics_8831_filterContams_13,25.033634277024085,63.37325340192626
epigenomics_8831_filterContams_14,22.796740979890085,76.21834501375282
epigenomics_8831_filterContams_15,19.617254386812522,64.76192733262225
epigenomics_8831_filterContams_16,19.253618767626964,66.86628800184532
epigenomics_8831_filterContams_17,18.254872139566714,50.57729988870129
epigenomics_8831_filterContams_18,16.851925485177187,62.03315884179921
epigenomics_8831_filterContams_19,13.162353280245485,69.73740749988531
epigenomics_8831_filterContams_20,18.775130663369225,53.36995160733819
epigenomics_8831_filterContams_21,20.10798986985041,60.36028087664171
epigenomics_8831_filterContams_22,21.204721061219406,69.11601567296336
epigenomics_8831_filterContams_23,16.25655724036451,64.22965440266434
epigenomics_8831_filterContams_24,19.10855194190639,61.8914071677671
epigenomics_8831_filterContams_25,16.85901737249286,65.5974041268935
epigenomics_8831_filterContams_26,19.035104381107658,61.38513909498096
epigenomics_8831_filterContams_27,18.498314960642634,69.2406002874651
epigenomics_8831_filterContams_28,20.95219904844165,56.21014814575859
epigenomics_8831_filterContams_29,18.728270237232223,61.61485192649279
epigenomics_8831_filterContams_30,20.041021753029167,67.4327441794606
epigenomics_8831_filterContams_31,23.424901953917686,65.8230089236528
epigenomics_8831_filterContams_32,24.849307294478074,64.63399576679139
epigenomics_8831_filterContams_33,15.317127619708355,64.8378724645061
epigenomics_8831_filterContams_34,25.730506483367417,55.981524473895064
epigenomics_8831_filterContams_35,23.11767163016144,60.28416784361857
epigenomics_8831_filterContams_36,20.200765603868504,64.74975449038635
epigenomics_8831_filterContams_37,19.331208268857424,55.724137209154385
epigenomics_8831_filterContams_38,19.423784699491524,57.68459315490911
epigenomics_8831_filterContams_39,24.53755253128826,64.22036255950584
epigenomics_8831_filterContams_40,15.162071078550031,70.28357245613307
epigenomics_8831_filterContams_41,18.99891695869167,66.97252203811371
epigenomics_8831_filterContams_42,16.296252729626953,63.58095316367839
epigenomics_8831_filterContams_43,20.505139031329033,52.15284917170579
epigenomics_8831_filterContams_44,20.60725741693591,68.51755329253545
epigenomics_8831_filterContams_45,20.96321014444445,47.71410689046529
epigenomics_8831_filterContams_46,17.93136159895656,65.88082695177334
epigenomics_8831_filterContams_47,18.38621329452474,67.96863761842715
epigenomics_8831_filterContams_48,20.337672030682153,62.71193308215011
epigenomics_8831_filterContams_49,19.499115659394,71.7205554684747
epigenomics_8831_filterContams_50,18.80090702011583,61.61262729735513
epigenomics_8831_filterContams_51,17.596428337902204,75.60465577325277
epigenomics_8831_filterContams_52,28.051010700437345,66.64129729442163
epigenomics_8831_filterContams_53,14.562821561997541,64.53424747009409
epigenomics_8831_filterContams_54,18.913780484195186,63.28210274959059
epigenomics_8831_filterContams_55,19.828856683206155,62.800989651971314
epigenomics_8831_filterContams_56,19.612961641356847,76.17964337942817
epigenomics_8831_filterContams_57,15.184234613055192,53.11774643346372
epigenomics_8831_filterContams_58,24.198006831709247,66.15853878548381
epigenomics_8831_filterContams_59,19.064708453092614,58.42803164415559
epigenomics_8831_filterContams_60,15.71309884894829,65.8573275305817
epigenomics_8831_filterContams_61,20.462372974785474,56.90877462535009
