request,latency,mem
epigenomics_6140_entry_0,1.0,1.0
epigenomics_6140_fastqSplit_0,32.99633728482991,103.18449825899438
epigenomics_6140_fastqSplit_1,68.9857082533796,90.39623820827501
epigenomics_6140_filterContams_0,19.855046148773717,60.252631196914685
epigenomics_6140_filterContams_1,20.016772534426618,61.61299282359221
epigenomics_6140_filterContams_2,22.80807987250192,58.45866080374412
epigenomics_6140_filterContams_3,18.90855050808046,37.76599024347896
epigenomics_6140_filterContams_4,21.75517564844535,54.84851255998209
epigenomics_6140_filterContams_5,24.072563121660686,62.85689494744187
epigenomics_6140_filterContams_6,24.70121399380506,67.6274199116548
epigenomics_6140_filterContams_7,18.203327851201074,56.45825985502395
epigenomics_6140_filterContams_8,16.907801794243014,65.39483003573659
epigenomics_6140_filterContams_9,24.312079575506868,71.1901679816143
epigenomics_6140_filterContams_10,16.0671877746419,58.655965377925995
epigenomics_6140_filterContams_11,23.231607279083523,66.94373023142516
epigenomics_6140_filterContams_12,20.532563677547003,68.28304376871333
epigenomics_6140_filterContams_13,22.451818989502033,57.65151858920469
epigenomics_6140_filterContams_14,26.12891207152547,63.37270752249513
epigenomics_6140_filterContams_15,17.010432085440595,63.60809296055189
epigenomics_6140_filterContams_16,17.326624069034608,61.33439327048328
epigenomics_6140_filterContams_17,16.86101310091073,68.03632718862256
epigenomics_6140_filterContams_18,18.72837656172493,66.38215648391034
epigenomics_6140_filterContams_19,22.217537706590992,69.86699044564543
epigenomics_6140_filterContams_20,26.706835088567047,64.0486057142206
epigenomics_6140_filterContams_21,25.832960231957408,75.16683416083224
epigenomics_6140_filterContams_22,18.368787593077162,64.00772155848647
epigenomics_6140_filterContams_23,21.080881423885227,62.85746659392373
epigenomics_6140_filterContams_24,22.784149219282085,48.83017178794813
epigenomics_6140_filterContams_25,16.948563473313225,47.59876603031344
epigenomics_6140_filterContams_26,19.724865278217354,56.45668579941882
epigenomics_6140_filterContams_27,20.668982312501917,54.264380044199015
epigenomics_6140_filterContams_28,18.865009386663615,69.00901107667009
epigenomics_6140_filterContams_29,18.852408830308477,55.586126110029326
epigenomics_6140_filterContams_30,22.246590947972273,67.443991428443
epigenomics_6140_filterContams_31,18.492791674249645,75.60851778910087
epigenomics_6140_filterContams_32,24.155196976066925,67.2713217990295
epigenomics_6140_filterContams_33,18.575265040092262,65.0451590157377
epigenomics_6140_filterContams_34,19.15642884429495,65.16592452987457
epigenomics_6140_filterContams_35,18.254793817398287,69.16824070379575
epigenomics_6140_filterContams_36,18.67307770960824,83.40711047205998
epigenomics_6140_filterContams_37,14.453175433776796,67.50433551876621
epigenomics_6140_filterContams_38,17.23591049449745,71.05566425364513
epigenomics_6140_filterContams_39,15.656287948792006,81.44822373403987
epigenomics_6140_filterContams_40,21.078304740134055,54.1977505525942
epigenomics_6140_filterContams_41,13.774971176567636,63.80189291620918
epigenomics_6140_filterContams_42,12.653219698980536,52.598544726942166
epigenomics_6140_filterContams_43,21.690400301822944,81.14000926678305
epigenomics_6140_filterContams_44,22.8776120234807,69.7903898895186
epigenomics_6140_filterContams_45,20.776933472144258,72.46606583234909
epigenomics_6140_filterContams_46,16.769972163223372,44.138509467915014
epigenomics_6140_filterContams_47,13.196435468141605,63.542114753302535
epigenomics_6140_filterContams_48,21.123621556870823,53.617221069991636
epigenomics_6140_filterContams_49,19.312198722251757,58.877308641871025
epigenomics_6140_filterContams_50,15.688113603783144,94.40923215619821
epigenomics_6140_filterContams_51,23.428508639162068,60.8850989249858
epigenomics_6140_filterContams_52,21.02228587995433,54.42378273021158
epigenomics_6140_filterContams_53,21.720135379279206,38.16880466462952
epigenomics_6140_filterContams_54,21.523066520711218,64.87038952993514
epigenomics_6140_filterContams_55,17.827996678495353,73.31924813031475
epigenomics_6140_filterContams_56,18.999938529275347,54.878493476280205
epigenomics_6140_filterContams_57,18.400660851351066,61.15085255117209
epigenomics_6140_filterContams_58,17.526791508613115,66.03606502405378
epigenomics_6140_filterContams_59,22.31076235567079,74.41623076831921
epigenomics_6140_filterContams_60,23.06147226834146,55.142586340391816
epigenomics_6140_filterContams_61,19.726756836538055,56.30758365265824
epigenomics_6140_filterContams_62,21.229197714470395,61.146830109411496
epigenomics_6140_filterContams_63,21.110516074167432,63.07534764939752
epigenomics_6140_filterContams_64,20.474270670555505,66.66674401791825
epigenomics_6140_filterContams_65,19.146107621458675,68.66635767525138
epigenomics_6140_filterContams_66,18.054827856355757,66.12246107932675
epigenomics_6140_filterContams_67,19.52239470173821,58.62684936604459
epigenomics_6140_filterContams_68,20.901659953778047,66.72754208474892
epigenomics_6140_filterContams_69,21.792229321448588,67.0769553059339
epigenomics_6140_filterContams_70,24.32127811750719,71.93024729762718
epigenomics_6140_filterContams_71,24.84656136876842,60.91556214090152
epigenomics_6140_filterContams_72,19.7383758287578,58.682258386440246
epigenomics_6140_filterContams_73,27.50219528578598,68.32278697984435
epigenomics_6140_filterContams_74,19.37325533417144,60.03053635081729
epigenomics_6140_filterContams_75,21.164424615544625,66.41865254104904
epigenomics_6140_filterContams_76,21.58351795390146,55.36144078010713
epigenomics_6140_filterContams_77,21.532541309052952,51.20836807310264
epigenomics_6140_filterContams_78,25.76517326007606,78.4245095731232
epigenomics_6140_filterContams_79,22.31883219174771,70.08173569632137
epigenomics_6140_filterContams_80,22.526260330980396,65.2505392319981
epigenomics_6140_filterContams_81,19.316225674251235,42.8463890046338
epigenomics_6140_filterContams_82,20.23737611897352,74.548005478136
epigenomics_6140_filterContams_83,17.944193482312645,77.04676685499206
epigenomics_6140_filterContams_84,18.436698111911227,63.65793794582239
epigenomics_6140_filterContams_85,17.703085481874368,65.42303689984173
epigenomics_6140_filterContams_86,23.50191127745838,74.89283884766168
epigenomics_6140_filterContams_87,18.034496619819855,76.15399470874837
epigenomics_6140_filterContams_88,12.876849863476941,74.32414473064448
epigenomics_6140_filterContams_89,17.67715553996454,64.21742233222025
epigenomics_6140_filterContams_90,15.150886880731843,68.80435229423206
epigenomics_6140_filterContams_91,22.521695861945908,58.2473416315776
epigenomics_6140_filterContams_92,19.966452981744606,68.73161865157375
epigenomics_6140_filterContams_93,15.914056817245864,61.04670678836366
epigenomics_6140_filterContams_94,22.731888165388288,49.67432820842015
epigenomics_6140_filterContams_95,15.408388316207397,60.838396823364526
epigenomics_6140_filterContams_96,20.237126756422803,64.35218351546811
epigenomics_6140_filterContams_97,17.760498484602806,53.62698790449818
epigenomics_6140_filterContams_98,17.210726316320166,63.37579320329146
epigenomics_6140_filterContams_99,23.366362768003082,67.98208669764503
epigenomics_6140_filterContams_100,18.314200936557953,73.87325657510777
epigenomics_6140_filterContams_101,15.980346465005834,58.10950753447137
epigenomics_6140_filterContams_102,18.817855889549424,66.72587150349669
epigenomics_6140_filterContams_103,23.511588461550307,71.85571353388598
epigenomics_6140_filterContams_104,21.930133478545354,56.44397837236626
epigenomics_6140_filterContams_105,18.979887472030857,62.831350273553795
epigenomics_6140_filterContams_106,13.519912175638657,57.692778032352905
epigenomics_6140_filterContams_107,25.304403999157422,59.88990726756054
epigenomics_6140_filterContams_108,22.7290407255791,65.01495608537736
epigenomics_6140_filterContams_109,17.335036729126013,58.11771339168846
epigenomics_6140_filterContams_110,17.287122733356302,68.14142690997846
epigenomics_6140_filterContams_111,21.279201092316246,62.14362796378501
