request,latency,mem
epigenomics_8670_entry_0,1.0,1.0
epigenomics_8670_fastqSplit_0,50.45033918445688,86.26849607996007
epigenomics_8670_fastqSplit_1,70.08056342309482,99.71533198483502
epigenomics_8670_filterContams_0,22.254631851729247,60.81908332560771
epigenomics_8670_filterContams_1,20.12309067848128,63.56961079120023
epigenomics_8670_filterContams_2,21.841302254140988,57.33711309344569
epigenomics_8670_filterContams_3,22.809991904715258,66.16704408699749
epigenomics_8670_filterContams_4,16.826363448801203,74.15253071468865
epigenomics_8670_filterContams_5,18.28077631441303,71.45221816800002
epigenomics_8670_filterContams_6,25.761536343421188,70.4360369552258
epigenomics_8670_filterContams_7,16.674715132084543,61.43217629542944
epigenomics_8670_filterContams_8,18.230502299944945,67.90691932350106
epigenomics_8670_filterContams_9,18.80654992011179,77.59655607948815
epigenomics_8670_filterContams_10,21.641977776137484,70.1189483871962
epigenomics_8670_filterContams_11,18.956345534463104,62.32972320378838
epigenomics_8670_filterContams_12,20.151434398962227,47.01335032626497
epigenomics_8670_filterContams_13,18.4817227625154,72.5648438416448
epigenomics_8670_filterContams_14,13.711526031431433,72.54733691805906
epigenomics_8670_filterContams_15,18.80323154574328,67.54841684343081
epigenomics_8670_filterContams_16,20.86779259936156,76.08598271052377
epigenomics_8670_filterContams_17,18.64171975850379,67.17197658975216
epigenomics_8670_filterContams_18,23.257757675506106,72.813633774613
epigenomics_8670_filterContams_19,22.474932643002,91.25183590676922
epigenomics_8670_filterContams_20,19.084412868756687,58.032359000992265
epigenomics_8670_filterContams_21,21.15269399053527,66.85024331053694
epigenomics_8670_filterContams_22,16.81134974391096,73.54209869454482
epigenomics_8670_filterContams_23,17.018957247098932,61.54342083124983
epigenomics_8670_filterContams_24,26.679008093675648,56.0724272825838
epigenomics_8670_filterContams_25,18.02620901882388,67.89706845245834
epigenomics_8670_filterContams_26,18.263643400993516,50.706806227839756
epigenomics_8670_filterContams_27,19.194742015368217,73.90400574835932
epigenomics_8670_filterContams_28,15.366736002010585,55.958035915422556
epigenomics_8670_filterContams_29,29.78211095199956,72.93070441345223
epigenomics_8670_filterContams_30,21.07044541405567,60.854266654326466
epigenomics_8670_filterContams_31,16.171574809923072,66.20087201679067
epigenomics_8670_filterContams_32,21.6251536538826,58.292318304506836
epigenomics_8670_filterContams_33,20.9158836285007,62.99777602512891
epigenomics_8670_filterContams_34,17.7166657647682,72.63019913716106
epigenomics_8670_filterContams_35,17.434871662546307,44.1889518576869
epigenomics_8670_filterContams_36,22.820266353129906,69.50574019075309
epigenomics_8670_filterContams_37,16.53137130958985,58.83909582984877
epigenomics_8670_filterContams_38,13.290592642317362,53.88681860944187
epigenomics_8670_filterContams_39,19.55415390282242,63.45527399928125
epigenomics_8670_filterContams_40,23.24323566670044,73.68991920703743
epigenomics_8670_filterContams_41,20.496158758941004,67.55076700939397
epigenomics_8670_filterContams_42,22.23807096877117,66.68350169800937
epigenomics_8670_filterContams_43,20.3266662243181,56.46229519365222
epigenomics_8670_filterContams_44,13.817889448591913,53.5803568747409
epigenomics_8670_filterContams_45,19.13142430556191,72.97221514271494
epigenomics_8670_filterContams_46,19.820246584896378,66.40850022231929
epigenomics_8670_filterContams_47,19.372207143287568,64.53007122798171
epigenomics_8670_filterContams_48,23.987912041751276,56.10001699822077
epigenomics_8670_filterContams_49,13.0470939373139,67.01573692121302
epigenomics_8670_filterContams_50,22.78300124588327,57.45536884587754
epigenomics_8670_filterContams_51,19.073760473444043,65.67871870275879
