request,latency,mem
epigenomics_5967_entry_0,1.0,1.0
epigenomics_5967_fastqSplit_0,51.08582200635031,102.08350388798405
epigenomics_5967_fastqSplit_1,47.54129356009556,98.84271763609253
epigenomics_5967_filterContams_0,19.120012393391324,65.05325577271081
epigenomics_5967_filterContams_1,24.269409845496575,58.58799046040029
epigenomics_5967_filterContams_2,17.118377113494127,87.62982152809221
epigenomics_5967_filterContams_3,16.950856641711226,61.74424361360292
epigenomics_5967_filterContams_4,22.985867232091998,49.39999653073215
epigenomics_5967_filterContams_5,18.286907528883685,49.37786897850474
epigenomics_5967_filterContams_6,19.913991139735813,76.61260470186241
epigenomics_5967_filterContams_7,20.014089132783734,59.596624904984154
epigenomics_5967_filterContams_8,21.153728087482353,64.7160665012574
epigenomics_5967_filterContams_9,19.50396549779187,67.24600531893823
epigenomics_5967_filterContams_10,19.730159133987655,53.715061174421095
epigenomics_5967_filterContams_11,20.354485228257325,67.92210021224722
epigenomics_5967_filterContams_12,15.461947497288008,69.26528781096675
epigenomics_5967_filterContams_13,22.229651422760096,65.64063885305873
epigenomics_5967_filterContams_14,12.954300075009385,59.14853651750864
epigenomics_5967_filterContams_15,20.627674590559224,66.87849268829584
epigenomics_5967_filterContams_16,21.896047562893973,71.03844802670496
epigenomics_5967_filterContams_17,17.51889714328285,47.654181614762805
epigenomics_5967_filterContams_18,24.67687574907281,65.50742845877008
epigenomics_5967_filterContams_19,20.985930434054016,72.2959723801846
epigenomics_5967_filterContams_20,22.189027855249964,58.97987897791212
epigenomics_5967_filterContams_21,16.06555737513754,79.31152049551052
epigenomics_5967_filterContams_22,19.621189889191204,72.07146585119764
epigenomics_5967_filterContams_23,25.32557625148341,79.33521450111866
epigenomics_5967_filterContams_24,21.158382298522604,80.90368864260502
epigenomics_5967_filterContams_25,22.29234362723221,60.30976330870452
epigenomics_5967_filterContams_26,16.799840134429626,69.61886299114292
epigenomics_5967_filterContams_27,21.30056944592767,67.86639858622333
epigenomics_5967_filterContams_28,21.56648718929958,68.40637085426812
epigenomics_5967_filterContams_29,21.50588190089451,64.47507436262815
epigenomics_5967_filterContams_30,19.462362832797925,51.7905246875963
epigenomics_5967_filterContams_31,16.54516709672871,62.02524060879261
epigenomics_5967_filterContams_32,23.85609607677535,56.34654022599085
epigenomics_5967_filterContams_33,20.16277616177577,63.925638618382486
epigenomics_5967_filterContams_34,20.965627044358317,76.34962460417933
epigenomics_5967_filterContams_35,25.323878794511863,71.68526506528016
epigenomics_5967_filterContams_36,20.0708303859653,54.32364322373252
epigenomics_5967_filterContams_37,21.26365277196029,80.09288875351194
epigenomics_5967_filterContams_38,22.71831227923056,67.25499369683565
epigenomics_5967_filterContams_39,16.73939534426989,69.42798861672084
epigenomics_5967_filterContams_40,19.207705407534757,69.0634751621551
epigenomics_5967_filterContams_41,20.9220224444071,70.95497368170936
epigenomics_5967_filterContams_42,22.767531721774716,76.63502937428261
epigenomics_5967_filterContams_43,24.76160478421348,56.76098028983897
epigenomics_5967_filterContams_44,27.887231487434633,66.74047327165576
epigenomics_5967_filterContams_45,20.269458984024677,69.83644023117121
epigenomics_5967_filterContams_46,14.872058418410028,72.26488434558453
epigenomics_5967_filterContams_47,17.841000220805842,57.98049328977313
epigenomics_5967_filterContams_48,17.080408732417318,63.47403119192058
epigenomics_5967_filterContams_49,19.043162695967055,66.38241416687386
epigenomics_5967_filterContams_50,18.956894413898166,68.90206684585128
epigenomics_5967_filterContams_51,20.79450229416115,72.934487751269
epigenomics_5967_filterContams_52,19.644868114460916,65.86442556143211
epigenomics_5967_filterContams_53,19.673277213677988,59.81806108667694
epigenomics_5967_filterContams_54,16.387267605945116,65.56699515823614
epigenomics_5967_filterContams_55,24.830511488986016,64.91990817319905
epigenomics_5967_filterContams_56,26.759149676952465,58.99375221336882
epigenomics_5967_filterContams_57,17.15808635519653,68.65621308295088
epigenomics_5967_filterContams_58,19.891582798880705,71.1978096785
epigenomics_5967_filterContams_59,17.45909963893728,74.46881034919929
epigenomics_5967_filterContams_60,15.72507340427561,62.845030378562605
epigenomics_5967_filterContams_61,23.635675154731537,68.05327667455296
epigenomics_5967_filterContams_62,20.5459603143147,68.20252302755404
epigenomics_5967_filterContams_63,18.259789363218957,58.2598572865233
epigenomics_5967_filterContams_64,17.666908186795308,75.48641726577164
epigenomics_5967_filterContams_65,16.60999564491857,50.61380246561177
epigenomics_5967_filterContams_66,21.669262922340078,61.803731395460225
epigenomics_5967_filterContams_67,21.614264831729486,64.6047632758026
epigenomics_5967_filterContams_68,18.17997592400707,66.7716499520308
epigenomics_5967_filterContams_69,23.149749544282436,72.2560873816521
epigenomics_5967_filterContams_70,20.135501647089455,70.28194732946727
epigenomics_5967_filterContams_71,24.888123933873267,60.26232432524663
epigenomics_5967_filterContams_72,23.060650944427426,69.82388127669554
epigenomics_5967_filterContams_73,20.449406998913677,76.87041986220522
epigenomics_5967_filterContams_74,18.18566883196868,59.55135098162684
epigenomics_5967_filterContams_75,19.738883697854668,82.45660868768536
epigenomics_5967_filterContams_76,15.143364663036778,67.70141046734756
epigenomics_5967_filterContams_77,22.616522477595467,67.5771989019163
epigenomics_5967_filterContams_78,20.221265669983865,62.27329691283729
epigenomics_5967_filterContams_79,20.309638631290273,66.77790308050734
epigenomics_5967_filterContams_80,17.7944073977797,56.90649344005527
epigenomics_5967_filterContams_81,19.85643017539502,79.16497652893813
epigenomics_5967_filterContams_82,19.082639330421827,60.86384113644199
epigenomics_5967_filterContams_83,27.573586631541296,72.79891927743543
epigenomics_5967_filterContams_84,19.22029542360254,62.19853959180789
epigenomics_5967_filterContams_85,15.360658299553055,58.203871362580024
epigenomics_5967_filterContams_86,16.65588882542874,72.93314408887088
epigenomics_5967_filterContams_87,22.288581928622243,77.7688298811106
epigenomics_5967_filterContams_88,23.47916313235286,63.13632356643457
epigenomics_5967_filterContams_89,21.442936880876253,69.61122056468609
epigenomics_5967_filterContams_90,13.674470903790839,72.24436158869312
epigenomics_5967_filterContams_91,22.463981643048015,60.04679662733769
epigenomics_5967_filterContams_92,19.967025512950418,58.161448059115536
epigenomics_5967_filterContams_93,15.305170063468948,65.29294614062434
epigenomics_5967_filterContams_94,19.205457504608255,58.38246341034978
epigenomics_5967_filterContams_95,18.606603894133,74.96464704717103
epigenomics_5967_filterContams_96,17.074234087838107,60.99125382923073
epigenomics_5967_filterContams_97,18.336325174124397,64.61378080609578
epigenomics_5967_filterContams_98,19.891037195955125,61.63446806839589
epigenomics_5967_filterContams_99,21.8565217854111,62.77415482038794
epigenomics_5967_filterContams_100,20.666678855433535,58.383368873462146
epigenomics_5967_filterContams_101,16.822767657992742,63.69837747895693
