request,latency,mem
epigenomics_3555_entry_0,1.0,1.0
epigenomics_3555_fastqSplit_0,72.17834573026329,112.45783903243046
epigenomics_3555_fastqSplit_1,56.263693900329955,109.68726012259683
epigenomics_3555_filterContams_0,18.880073377384196,54.50763705392961
epigenomics_3555_filterContams_1,21.767223107940307,45.60904765688343
epigenomics_3555_filterContams_2,21.351944960988284,56.36337659358588
epigenomics_3555_filterContams_3,20.811261310140484,58.94650019578386
epigenomics_3555_filterContams_4,21.40879166717708,61.06413282881622
epigenomics_3555_filterContams_5,16.890706384994036,58.60229205757321
epigenomics_3555_filterContams_6,16.7654764602632,66.23758483546753
epigenomics_3555_filterContams_7,21.2591196494381,59.85972862969617
epigenomics_3555_filterContams_8,20.859250938752858,62.37775574498137
epigenomics_3555_filterContams_9,25.320115886623384,63.30109190383752
epigenomics_3555_filterContams_10,16.256097974870567,71.99410549426891
epigenomics_3555_filterContams_11,23.80183059064193,71.41436155010315
epigenomics_3555_filterContams_12,24.024758722235347,56.2150348662792
epigenomics_3555_filterContams_13,24.9270496752319,59.67146652270815
epigenomics_3555_filterContams_14,24.030645216832173,57.370128860716704
epigenomics_3555_filterContams_15,20.744568905025606,73.95311262965578
epigenomics_3555_filterContams_16,18.829856636331737,63.176666533321814
epigenomics_3555_filterContams_17,17.734521196700847,70.01575187508591
epigenomics_3555_filterContams_18,15.992623526501719,70.17940040538724
epigenomics_3555_filterContams_19,21.291204993834793,53.57963397234099
epigenomics_3555_filterContams_20,24.642476765024902,60.9360083868318
epigenomics_3555_filterContams_21,23.204786459389677,65.83778924717328
epigenomics_3555_filterContams_22,15.41328383169446,58.293539482731
epigenomics_3555_filterContams_23,22.701966671222493,57.9376175768818
epigenomics_3555_filterContams_24,18.66320017652455,66.96015988564197
epigenomics_3555_filterContams_25,19.339327413328157,71.07611195869056
epigenomics_3555_filterContams_26,24.507622257036317,61.784015736584536
epigenomics_3555_filterContams_27,19.752737913920612,56.462189711899384
epigenomics_3555_filterContams_28,16.721805070233852,62.166498820213704
epigenomics_3555_filterContams_29,17.53025889261047,67.07000369241005
epigenomics_3555_filterContams_30,25.904054508573978,63.128667609776585
epigenomics_3555_filterContams_31,15.56011993889344,57.4183504134284
epigenomics_3555_filterContams_32,26.027218677148003,53.10018528352094
epigenomics_3555_filterContams_33,22.42726979575757,66.22622239598624
epigenomics_3555_filterContams_34,21.960642754608074,75.29951654072157
epigenomics_3555_filterContams_35,20.657983363911562,54.79058992914834
epigenomics_3555_filterContams_36,14.797819470933602,78.46959047602573
epigenomics_3555_filterContams_37,22.980407513853578,61.31377643282484
epigenomics_3555_filterContams_38,18.705785832808214,74.57950911403074
epigenomics_3555_filterContams_39,19.776062036959296,82.59388754598758
epigenomics_3555_filterContams_40,19.82110398976165,58.17067333868998
epigenomics_3555_filterContams_41,18.578713937842306,62.425984009369536
epigenomics_3555_filterContams_42,24.626103259558178,57.575160112276535
epigenomics_3555_filterContams_43,17.99858964572195,61.982522520677435
epigenomics_3555_filterContams_44,18.64924990347602,76.24409696778146
epigenomics_3555_filterContams_45,18.076641581416606,62.7463656805927
epigenomics_3555_filterContams_46,20.75600021158195,76.98391864892692
epigenomics_3555_filterContams_47,17.722604378365236,67.86082468529312
epigenomics_3555_filterContams_48,18.14503899152994,59.96345342956105
epigenomics_3555_filterContams_49,19.433080267087856,67.55982321519069
epigenomics_3555_filterContams_50,24.79507563871718,56.77057047911957
epigenomics_3555_filterContams_51,19.7995823285537,72.56895693186168
epigenomics_3555_filterContams_52,20.83862792067127,58.06885504367465
epigenomics_3555_filterContams_53,19.002351799640966,71.7681376323305
epigenomics_3555_filterContams_54,20.323227146584724,61.16816524373161
epigenomics_3555_filterContams_55,21.19226582182196,66.57392597661256
epigenomics_3555_filterContams_56,22.80430172874205,65.57042981444285
epigenomics_3555_filterContams_57,20.531361313798392,69.24135355889715
epigenomics_3555_filterContams_58,27.817223757462294,70.19346830106036
epigenomics_3555_filterContams_59,25.779814093025863,41.868368030160994
epigenomics_3555_filterContams_60,18.1194942635532,60.40329170564282
epigenomics_3555_filterContams_61,22.450088897558178,77.48188802840816
epigenomics_3555_filterContams_62,23.547454744262517,58.64809888992472
epigenomics_3555_filterContams_63,20.01388602533219,81.12285423179674
epigenomics_3555_filterContams_64,21.269658135137327,80.09577693611585
epigenomics_3555_filterContams_65,21.962604992635622,68.55378762580636
epigenomics_3555_filterContams_66,20.01798546795284,65.25011711187324
epigenomics_3555_filterContams_67,18.26694272320375,67.79757288099432
epigenomics_3555_filterContams_68,17.842982801382195,53.08368600637347
epigenomics_3555_filterContams_69,22.05815427889034,69.04116469460452
epigenomics_3555_filterContams_70,20.05313542465769,68.96621548805209
epigenomics_3555_filterContams_71,18.09877187511168,67.52012993924673
epigenomics_3555_filterContams_72,18.725332496261206,76.10263593811572
epigenomics_3555_filterContams_73,20.54530166078562,66.04608898611609
epigenomics_3555_filterContams_74,20.911527885525757,75.56301437545561
epigenomics_3555_filterContams_75,22.123684036110014,58.14104211117536
epigenomics_3555_filterContams_76,15.682783099406011,70.12997946970754
epigenomics_3555_filterContams_77,19.283604742078506,61.87610251250138
epigenomics_3555_filterContams_78,17.549111194957774,68.34121960494389
epigenomics_3555_filterContams_79,21.070009096976854,67.02091209060079
epigenomics_3555_filterContams_80,20.670506358912895,55.69880246450449
epigenomics_3555_filterContams_81,20.119086199078406,68.80588667815006
epigenomics_3555_filterContams_82,16.079787006925578,69.44193102224871
epigenomics_3555_filterContams_83,20.167473141942157,65.3228481575463
epigenomics_3555_filterContams_84,18.575126528464274,57.073279426820456
epigenomics_3555_filterContams_85,19.448153491952315,61.19341884306538
epigenomics_3555_filterContams_86,17.434993116232683,64.52286274948852
epigenomics_3555_filterContams_87,17.281306334062307,57.83997701862375
epigenomics_3555_filterContams_88,19.21126248109809,57.420914623400556
epigenomics_3555_filterContams_89,16.22709212465438,59.933366358088634
epigenomics_3555_filterContams_90,16.015466767413297,70.89606912076967
epigenomics_3555_filterContams_91,21.599367163785637,65.09932556467139
epigenomics_3555_filterContams_92,25.852346566767714,51.04197565887151
epigenomics_3555_filterContams_93,22.33628270881426,69.43548678846032
epigenomics_3555_filterContams_94,22.923897021719505,72.72723061502296
epigenomics_3555_filterContams_95,21.224853479705963,73.90557136412536
epigenomics_3555_filterContams_96,19.160507515002607,56.70920669132514
